"","Country","Region","Election / Renewal","Year","Month","Chamber Type","Chamber Total Seats","Total women","% Of Women in Chamber","NOTES"
"2014","Malawi","SUB-SAHARAN","Yes",1992,NA,"Single","146","17","0.11643835616438356","The total number does not include members that the Head of State may appoint (limited number of 15 until 1983; unlimited number since then)."
"2015","Malawi","SUB-SAHARAN","Yes",1994,NA,"Single","177","10","5.6497175141242938E-2","The total number does not include members that the Head of State may appoint (limited number of 15 until 1983; unlimited number since then)."
"2016","Malawi","SUB-SAHARAN","Yes",1999,NA,"Single","194","16","8.247422680412371E-2","The total number does not include members that the Head of State may appoint (limited number of 15 until 1983; unlimited number since then)."
"2017","Malawi","SUB-SAHARAN","Yes",2004,NA,"Single","185","27","0.14594594594594595","The total number does not include members that the Head of State may appoint (limited number of 15 until 1983; unlimited number since then)."
"2018","Malawi","SUB-SAHARAN","Yes",2009,NA,"Single","192","40","0.20833333333333334","The total number does not include members that the Head of State may appoint (limited number of 15 until 1983; unlimited number since then)."
"2019","Malawi","SUB-SAHARAN","Yes",2014,NA,"Single","192","32","0.16666666666666666",NA
"2020","Malaysia","ASIA","Yes",1959,NA,"Lower","104","3","2.8846153846153848E-2","First legislature of Malaysia after the country became independent on 31 August 1957."
"2021","Malaysia","ASIA","Yes",1964,NA,"Lower","159","3","1.8867924528301886E-2",NA
"2022","Malaysia","ASIA","Yes",1969,NA,"Lower","144","3","2.0833333333333332E-2",NA
"2023","Malaysia","ASIA","Yes",1974,NA,"Lower","154","5","3.2467532467532464E-2",NA
"2024","Malaysia","ASIA","Yes",1978,NA,"Lower","154","7","4.5454545454545456E-2",NA
"2025","Malaysia","ASIA","Yes",1982,NA,"Lower","154","8","5.1948051948051951E-2",NA
"2026","Malaysia","ASIA","Yes",1986,NA,"Lower","177","9","5.0847457627118647E-2",NA
"2027","Malaysia","ASIA","Yes",1990,NA,"Lower","180","11","6.1111111111111109E-2",NA
"2028","Malaysia","ASIA","Yes",1995,NA,"Lower","192","15","7.8125E-2",NA
"2029","Malaysia","ASIA","Yes",1999,NA,"Lower","193","14","7.2538860103626937E-2",NA
"2030","Malaysia","ASIA","Yes",2004,NA,"Lower","219","20","9.1324200913242004E-2",NA
"2031","Malaysia","ASIA","Yes",2008,NA,"Lower","222","24","0.10810810810810811",NA
"2032","Malaysia","ASIA","Yes",2013,NA,"Lower","222","23","0.1036036036036036",NA
"2033","Malaysia","ASIA","Yes",2018,"May","Lower","223","31","13.9%","Total number of seats includes the male Speaker (not one of the 222 directly elected members). In December 2018, the total number of women was brought to 32 out of 222 members."
"2034","Maldives","ASIA","Yes",1979,NA,"Single","48","2","4.1666666666666664E-2","First legislature of the Maldives after the country became independent on 26 July 1965. 40 members elected and 8 appointed by the Head of State."
"2035","Maldives","ASIA","Yes",1984,NA,"Single","48","1","2.0833333333333332E-2",NA
"2036","Maldives","ASIA","Yes",1989,NA,"Single","48","3","6.25E-2",NA
"2037","Maldives","ASIA","Yes",1995,NA,"Single","48","3","6.25E-2",NA
"2038","Maldives","ASIA","Yes",1999,NA,"Single","50","3","0.06","42 members elected and 8 appointed by the Head of State."
"2039","Maldives","ASIA","Yes",2005,NA,"Single","50","6","0.12",NA
"2040","Maldives","ASIA","Yes",2009,"May","Single","77","5","6.4935064935064929E-2",NA
"2041","Maldives","ASIA","Yes",2014,NA,"Single","85","5","5.8823529411764705E-2",NA
"2042","Mali","SUB-SAHARAN","Yes",1964,NA,"Single","80","1","1.2500000000000001E-2","First legislature of Mali after the country became independent on 20 June 1960.  The Assembly was dissolved in January 1968 following which the parliamentary institution was abrogated in November 1968 following a military coup d'Etat."
"2043","Mali","SUB-SAHARAN","Yes",1979,NA,"Single","82","3","3.6585365853658534E-2",NA
"2044","Mali","SUB-SAHARAN","Yes",1982,NA,"Single","82","2","2.4390243902439025E-2",NA
"2045","Mali","SUB-SAHARAN","Yes",1985,NA,"Single","82","3","3.6585365853658534E-2",NA
"2046","Mali","SUB-SAHARAN","Yes",1988,NA,"Single","82","5","6.097560975609756E-2","The Assembly was dissolved following a military coup d'Etat in March 1991.  A National Conference sat in July and August 1991, paving the way for the election of a pluralistic Parliament."
"2047","Mali","SUB-SAHARAN","Yes",1992,NA,"Single","129","3","2.3255813953488372E-2",NA
"2048","Mali","SUB-SAHARAN","Yes",1997,NA,"Single","147","18","0.12244897959183673",NA
"2049","Mali","SUB-SAHARAN","Yes",2002,NA,"Single","147","15","0.10204081632653061",NA
"2050","Mali","SUB-SAHARAN","Yes",2007,NA,"Single","147","15","0.10204081632653061","On 28 June 2012, the National Assembly adopted a bill extending the members' terms of office until the end of the ECOWAS-brokered transition period (April 2013)."
"2051","Mali","SUB-SAHARAN","Yes",2013,NA,"Single","147","14","9.5238095238095233E-2",NA
"2052","Malta","EUR","Yes",1966,NA,"Single","50","2","0.04","First legislature of Malta after the country became independent on 21 September 1964."
"2053","Malta","EUR","Yes",1971,NA,"Single","55","2","3.6363636363636362E-2",NA
"2054","Malta","EUR","Yes",1976,NA,"Single","65","2","3.0769230769230771E-2",NA
"2055","Malta","EUR","Yes",1981,NA,"Single","65","2","3.0769230769230771E-2","One woman MP became President of Malta in January 1982 and therefore gave up her seat in Parliament."
"2056","Malta","EUR","Yes",1987,NA,"Single","69","2","2.8985507246376812E-2","65 members elected and 4 appointed by the Majority Party."
"2057","Malta","EUR","Yes",1992,NA,"Single","65","1","1.5384615384615385E-2","65 members elected and 4 appointed by the Majority Party. The 4 bonus members were not appointed since the winning party already possessed a majority of seats in Parliament."
"2058","Malta","EUR","Yes",1998,NA,"Single","65","6","9.2307692307692313E-2","71 members elected and 4 appointed by the Majority Party. The 4 bonus members were not appointed since the winning party already possessed a majority of seats in Parliament."
"2059","Malta","EUR","Yes",2003,NA,"Single","65","5","7.6923076923076927E-2","76 members elected and 4 appointed by the Majority Party. The 4 bonus members were not appointed since the winning party already possessed a majority of seats in Parliament."
"2060","Malta","EUR","Yes",2008,NA,"Single","69","6","8.6956521739130432E-2","65 members elected and 4 appointed by the Majority Party."
"2061","Malta","EUR","Yes",2013,NA,"Single","70","10","0.14285714285714285",NA
"2062","Malta","EUR","Yes",2017,"June","Single","67","8","0.11940298507462686",NA
"2063","Marshall Islands","PAC","Yes",1991,NA,"Single","33","1","3.0303030303030304E-2","First legislature of the Marshall Islands after they became independent in September 1991."
"2064","Marshall Islands","PAC","Yes",1999,NA,"Single","33","1","3.0303030303030304E-2",NA
"2065","Marshall Islands","PAC","Yes",2003,NA,"Single","33","1","3.0303030303030304E-2",NA
"2066","Marshall Islands","PAC","Yes",2007,NA,"Single","33","1","3.0303030303030304E-2",NA
"2067","Marshall Islands","PAC","Yes",2011,"november","Single","33","1","3.0303030303030304E-2",NA
"2068","Marshall Islands","PAC","Yes",2015,"November","Single","33","3","9.0909090909090912E-2",NA
"2069","Mauritania","SUB-SAHARAN","Yes",1965,NA,"Single","40","0","0","First legislature of Mauritania after the country became independent on 28 November 1960."
"2070","Mauritania","SUB-SAHARAN","Yes",1971,NA,"Single","50","0","0",NA
"2071","Mauritania","SUB-SAHARAN","Yes",1975,NA,"Single","70","2","2.8571428571428571E-2","In July 1976, 7 supplementary seats for the representatives of the Province of Rio de Oro; these 7 seats were filled in the by-elections of 8 August 1976; no woman was elected and women thus constituted 2.6% of the 77 members of the Assembly. The Assembly was then dissolved following a military coup d'Etat on 10 July 1978."
"2072","Mauritania","SUB-SAHARAN","Yes",1992,NA,"Lower","79","0","0",NA
"2073","Mauritania","SUB-SAHARAN","Yes",1992,NA,"Upper","56","0","0",NA
"2074","Mauritania","SUB-SAHARAN","Yes",1996,NA,"Lower","79","3","3.7974683544303799E-2",NA
"2075","Mauritania","SUB-SAHARAN","Yes",1996,NA,"Upper","56","0","0",NA
"2076","Mauritania","SUB-SAHARAN","Yes",2001,NA,"Lower","81","3","3.7037037037037035E-2",NA
"2077","Mauritania","SUB-SAHARAN","Yes",2002,NA,"Upper","56","3","5.3571428571428568E-2",NA
"2078","Mauritania","SUB-SAHARAN","Yes",2006,NA,"Lower","95","17","0.17894736842105263",NA
"2079","Mauritania","SUB-SAHARAN","Yes",2007,"January-February","Upper","53","9","0.16981132075471697","A third of the members are renewed every 2 years; 53 members are elected indirectly and 3 are appointed by the 53 senators"
"2080","Mauritania","SUB-SAHARAN","Yes",2007,"January-june","Upper","56","10","0.17857142857142858",NA
"2081","Mauritania","SUB-SAHARAN","Yes",2007,"January-december","Upper","56","9","0.16071428571428573",NA
"2082","Mauritania","SUB-SAHARAN","Yes",2009,NA,"Upper","56","8","0.14285714285714285",NA
"2083","Mauritania","SUB-SAHARAN","Yes",2013,NA,"Lower","95","21","0.22105263157894736",NA
"2084","Mauritania","SUB-SAHARAN","Yes",2018,"September","Single","153","31","0.20261437908496732",NA
"2085","Mauritius","SUB-SAHARAN","Yes",1967,NA,"Single","70","0","0","First legislature of Mauritius after the country became independent on 12 March 1968. 62 members elected and 8 appointed."
"2086","Mauritius","SUB-SAHARAN","Yes",1976,NA,"Single","70","3","4.2857142857142858E-2","62 members elected and 8 appointed."
"2087","Mauritius","SUB-SAHARAN","Yes",1982,NA,"Single","70","3","4.2857142857142858E-2","62 members elected and 8 appointed."
"2088","Mauritius","SUB-SAHARAN","Yes",1983,NA,"Single","70","4","5.7142857142857141E-2","62 members elected and 8 appointed."
"2089","Mauritius","SUB-SAHARAN","Yes",1987,NA,"Single","70","5","7.1428571428571425E-2","62 members elected and 8 appointed."
"2090","Mauritius","SUB-SAHARAN","Yes",1991,NA,"Single","70","2","2.8571428571428571E-2","62 members elected and 8 appointed."
"2091","Mauritius","SUB-SAHARAN","Yes",1995,NA,"Single","66","5","7.575757575757576E-2","62 members elected and 4 appointed."
"2092","Mauritius","SUB-SAHARAN","Yes",2000,NA,"Single","70","4","5.7142857142857141E-2","62 members elected and 8 appointed."
"2093","Mauritius","SUB-SAHARAN","Yes",2005,NA,"Single","70","12","0.17142857142857143","62 members elected and 8 appointed."
"2094","Mauritius","SUB-SAHARAN","Yes",2010,NA,"Single","69","13","0.18840579710144928",NA
"2095","Mauritius","SUB-SAHARAN","Yes",2014,NA,"Single","69","8","0.11594202898550725",NA
"2096","Mexico","AME","Yes",1952,NA,"Lower","162","1","6.1728395061728392E-3","In September 1952, a woman was appointed, not elected, to the Chamber of Deputies, following the creation of the State of Baja California."
"2097","Mexico","AME","Yes",1955,NA,"Lower","162","4","2.4691358024691357E-2",NA
"2098","Mexico","AME","Yes",1958,NA,"Lower","162","8","4.9382716049382713E-2",NA
"2099","Mexico","AME","Yes",1961,NA,"Lower","210","9","4.2857142857142858E-2",NA
"2100","Mexico","AME","Yes",1964,NA,"Lower","210","13","6.1904761904761907E-2",NA
"2101","Mexico","AME","Yes",1964,NA,"Upper","60","2","3.3333333333333333E-2","No women in the Senate before 1964"
"2102","Mexico","AME","Yes",1967,NA,"Lower","210","12","5.7142857142857141E-2",NA
"2103","Mexico","AME","Yes",1970,NA,"Lower","210","11","5.2380952380952382E-2",NA
"2104","Mexico","AME","Yes",1970,NA,"Upper","60","2","3.3333333333333333E-2",NA
"2105","Mexico","AME","Yes",1973,NA,"Lower","300","18","0.06",NA
"2106","Mexico","AME","Yes",1976,NA,"Lower","300","24","0.08",NA
"2107","Mexico","AME","Yes",1976,NA,"Upper","64","4","6.25E-2",NA
"2108","Mexico","AME","Yes",1979,NA,"Lower","400","31","7.7499999999999999E-2",NA
"2109","Mexico","AME","Yes",1982,NA,"Lower","400","45","0.1125",NA
"2110","Mexico","AME","Yes",1982,NA,"Upper","64","10","0.15625",NA
"2111","Mexico","AME","Yes",1985,NA,"Lower","400","44","0.11",NA
"2112","Mexico","AME","Yes",1988,NA,"Lower","500","60","0.12",NA
"2113","Mexico","AME","Yes",1988,NA,"Upper","64","10","0.15625",NA
"2114","Mexico","AME","Yes",1991,NA,"Lower","500","38","7.5999999999999998E-2",NA
"2115","Mexico","AME","Yes",1991,NA,"Upper","64","3","4.6875E-2",NA
"2116","Mexico","AME","Yes",1994,NA,"Lower","500","71","0.14199999999999999",NA
"2117","Mexico","AME","Yes",1994,NA,"Upper","128","16","0.125",NA
"2118","Mexico","AME","Yes",1997,NA,"Lower","500","71","0.14199999999999999",NA
"2119","Mexico","AME","Yes",1997,NA,"Upper","128","16","0.125","Partial renewal; elections were held for one quarter of the seats (32 Senators were elected). Though it is not clear how many women were elected in 1997. the total number of women in the house after the elections was 16."
"2120","Mexico","AME","Yes",2000,NA,"Lower","500","80","0.16",NA
"2121","Mexico","AME","Yes",2000,NA,"Upper","128","20","0.15625",NA
"2122","Mexico","AME","Yes",2003,NA,"Lower","500","113","0.22600000000000001",NA
"2123","Mexico","AME","Yes",2006,NA,"Lower","500","129","0.25800000000000001",NA
"2124","Mexico","AME","Yes",2006,"November","Lower","500","113","0.22600000000000001",NA
"2125","Mexico","AME","Yes",2006,NA,"Upper","128","22","0.171875",NA
"2126","Mexico","AME","Yes",2009,NA,"Lower","500","141","0.28199999999999997",NA
"2127","Mexico","AME","Yes",2012,"August","Lower","500","184","0.36799999999999999",NA
"2128","Mexico","AME","Yes",2012,"August","Upper","128","42","0.328125",NA
"2129","Mexico","AME","Yes",2015,"June","Lower","498","211","0.42369477911646586",NA
"2130","Mexico","AME","Yes",2018,"July","Upper","128","63","49.2%",NA
"2131","Mexico","AME","Yes",2018,"July","Lower","500","241","48.2%",NA
"2132","Micronesia (Federated States of)","PAC","Yes",1993,NA,"Single","14","0","0","First legislature of Micronesia (Federated States of), after the country became independent in September 1991."
"2133","Micronesia (Federated States of)","PAC","Yes",1995,NA,"Single","14","0","0",NA
"2134","Micronesia (Federated States of)","PAC","Yes",1999,NA,"Single","14","0","0",NA
"2135","Micronesia (Federated States of)","PAC","Yes",2005,NA,"Single","14","0","0","Elections were held for the 10 single-member constituencies elected for a two year term. There were four additional seats with a four year mandate that were renewed in 2007."
"2136","Micronesia (Federated States of)","PAC","Yes",2007,NA,"Single","14","0","0",NA
"2137","Micronesia (Federated States of)","PAC","Yes",2009,NA,"Single","10","0","0",NA
"2138","Micronesia (Federated States of)","PAC","Yes",2011,"march","Single","14","0","0",NA
"2139","Micronesia (Federated States of)","PAC","Yes",2013,NA,"Single","14","0","0",NA
"2140","Micronesia (Federated States of)","PAC","Yes",2015,"March","Single","14","0","0",NA
